ID,Charactor,cantonesePhonetic
4221,藉,zik6
4222,繲,haai5
4223,巾,gan1
4224,今,gam1
4225,斤,gan1
4226,金,gam1
4227,津,zeon1
4228,矜,gwaan1
4229,矜,ging1
4230,衿,gam1
4231,衿,kam1
4232,觔,gan1
4233,紟,gam1
4234,紟,gam3
4235,琎,zeon3
4236,筋,gan1
4237,嶜,zam1
4238,襟,kam1
4239,仅,gan2
4240,仅,gan6
4241,卺,gan2
4242,紧,gan2
4243,堇,gan2
4244,菫,gan2
4245,谨,gan2
4246,锦,gam2
4247,廑,gan2
4248,廑,gan6
4249,廑,kan4
4250,馑,gan2
4251,馑,gan6
4252,槿,gan2
4253,瑾,gan2
4254,瑾,gan6
4255,伒,gan3
4256,尽,zeon2
4257,尽,zeon6
4258,劲,ging3
4259,劲,ging6
4260,妗,kam5
4261,近,gan6
4262,近,kan5
4263,进,zeon3
4264,浕,zeon6
4265,荩,zeon2
4266,晋,zeon3
4267,浸,zam3
4268,烬,zeon2
4269,烬,zeon6
4270,赆,zeon2
4271,祲,zam1
4272,缙,zeon3
4273,寖,zam3
4274,搢,zeon3
4275,禁,gam1
4276,禁,gam3
4277,禁,kam1
4278,靳,gan3
4279,墐,gan2
4280,墐,gan6
4281,慬,kan4
4282,僸,gam3
4283,殣,gan2
4284,殣,gan6
4285,觐,gan2
4286,觐,gan6
4287,噤,gam3
4288,噤,kam1
4289,巠,ging1
4290,京,ging1
4291,泾,ging1
4292,经,ging1
4293,茎,hang4
4294,茎,ging3
4295,荆,ging1
4296,婛,ging1
4297,惊,geng1
4298,惊,ging1
4299,旌,sing1
4300,旌,zing1
4301,旍,zing1
4302,菁,cing1
4303,菁,zing1
4304,晶,zing1
4305,睛,zing1
4306,粳,gang1
4307,兢,ging1
4308,精,zeng1
4309,精,zing1
4310,鲸,king4
4311,鵛,ging1
4312,鶁,ging1
4313,鶄,zing1
4314,鼱,zing1
4315,麠,ging1
4316,井,zeng2
4317,井,zing2
4318,阱,zing6
4319,刭,ging2
4320,汫,zeng2
4321,颈,geng2
4322,景,ging2
4323,景,jing2
4324,儆,ging2
4325,幜,ging2
4326,憬,ging2
4327,憼,ging2
4328,璟,ging2
4329,蟼,ging2
4330,警,ging2
4331,净,zeng6
4332,净,zing6
4333,弪,ging3
4334,径,gaang3
4335,径,ging3
4336,俓,ging3
4337,胫,hing5
4338,倞,ging6
4339,倞,loeng6
4340,凈,zing6
4341,痉,ging6
4342,竞,ging3
4343,竞,ging6
4344,婧,zing6
4345,桱,ging3
4346,竟,ging2
4347,竫,zing6
4348,敬,ging3
4349,靓,leng3
4350,靓,zing6
4351,靖,zing6
4352,境,ging2
4353,獍,ging3
4354,静,zing6
4355,镜,geng3
4356,扃,gwing1
4357,扃,gwing2
4358,絅,gwing2
4359,駉,gwing1
4360,冏,gwing2
4361,囧,gwing2
4362,泂,gwing2
4363,迥,gwing2
4364,炯,gwing2
4365,煚,gwing2
4366,窘,kwan3
4367,颎,gwing2
4368,褧,gwing2
4369,顈,gwing2
4370,勼,gau1
4371,纠,dau2
4372,纠,gau2
4373,朻,gau1
4374,究,gau3
4375,鸠,gau1
4376,赳,dau2
4377,赳,gau2
4378,阄,gau1
4379,啾,zau1
4380,揪,zau1
4381,揫,zau1
4382,摎,gau1
4383,摎,lau4
4384,樛,gau1
4385,九,gau2
4386,久,gau2
4387,灸,gau3
4388,玖,gau2
4389,韭,gau2
4390,酒,zau2
4391,旧,gau6
4392,臼,kau5
4393,咎,gou1
4394,咎,gau3
4395,疚,gau3
4396,柩,gau6
4397,厩,gau3
4398,救,gau3
4399,就,zau6
4400,舅,kau5
4401,僦,zau6
4402,鹫,zau6
4403,匊,guk1
4404,居,geoi1
4405,拘,keoi1
4406,泃,keoi1
4407,泃,gau1
4408,狙,zeoi1
4409,苴,zeoi1
4410,驹,keoi1
4411,挶,guk6
4412,捄,geoi1
4413,捄,gau3
4414,疽,zeoi1
4415,痀,keoi1
4416,砠,zeoi1
4417,罝,ze1
4418,娵,zeoi1
4419,崌,geoi1
4420,掬,guk1
4421,梮,guk6
4422,椐,geoi1
4423,琚,geoi1
4424,腒,geoi1
4425,趄,zeoi1
4426,锔,guk6
4427,裾,geoi1
4428,雎,zeoi1
4429,踘,guk1
4430,鮈,keoi1
4431,鞠,guk1
4432,鞫,guk1
4433,鶋,geoi1
4434,局,guk6
4435,狊,gwik1
4436,桔,gat1
4437,焗,guk6
4438,菊,guk1
4439,郹,gwik1
4440,椈,guk1
4441,湨,gwik1
4442,輂,guk6
4443,橘,gwat1
4444,鵙,kyut3
4445,蘜,guk1
4446,鶪,gwik1
4447,咀,zeoi2
4448,沮,zeoi1
4449,沮,zeoi2
4450,举,geoi2
4451,矩,geoi2
4452,莒,geoi2
4453,椇,geoi2
4454,筥,geoi2
4455,榉,geoi2
4456,蒟,geoi2
4457,龃,zeoi2
4458,踽,geoi2
4459,句,geoi3
4460,句,gau1
4461,巨,geoi6
4462,讵,geoi6
4463,岠,geoi6
4464,拒,keoi5
4465,苣,geoi6
4466,具,geoi6
4467,怚,zeoi6
4468,炬,geoi6
4469,秬,geoi6
4470,钜,geoi6
4471,俱,geoi1
4472,俱,keoi1
4473,倨,geoi3
4474,剧,kek6
4475,粔,geoi6
4476,蚷,geoi6
4477,埧,baa3
4478,惧,geoi6
4479,据,geoi1
4480,据,geoi3
4481,距,geoi6
4482,距,keoi5
4483,犋,geoi6
4484,跙,zeoi1
4485,飓,geoi6
4486,虡,geoi6
4487,豦,keoi4
4488,锯,geoi3
4489,锯,goe3
4490,寠,geoi6
4491,寠,lau4
4492,窭,geoi6
4493,窭,lau4
4494,聚,zeoi6
4495,駏,geoi6
4496,屦,geoi3
4497,踞,geoi3
4498,懅,keoi4
4499,澽,geoi6
4500,遽,geoi6
4501,瞿,geoi3
4502,瞿,geoi6
4503,瞿,keoi4
4504,躆,geoi3
4505,醵,geoi6
4506,醵,koek6
4507,鐻,geoi6
4508,鐻,keoi4
4509,娟,gyun1
4510,捐,gyun1
4511,涓,gyun1
4512,鹃,gyun1
4513,鋑,zeon3
4514,鋗,hyun1
4515,镌,zeon1
4516,镌,zeon3
4517,镌,syun6
4518,镌,zyun1
4519,蠲,gyun1
4520,卷,gyun2
4521,卷,gyun3
4522,卷,kyun4
4523,帣,gyun3
4524,菤,gyun2
4525,臇,zeon3
4526,弮,hyun1
4527,倦,gyun6
4528,桊,hyun1
4529,狷,gyun1
4530,狷,gyun3
4531,绢,gyun3
4532,隽,zeon3
4533,眷,gyun3
4534,鄄,gyun3
4535,睊,gyun3
4536,絭,gyun3
4537,罥,gyun3
4538,睠,gyun3
4539,獧,gyun3
4540,噘,kyut3
4541,撅,kyut3
4542,屩,goek3
4543,孓,kyut3
4544,决,kyut3
4545,诀,kyut3
4546,抉,kyut3
4547,芵,kyut3
4548,泬,hyut3
4549,泬,kyut3
4550,玦,kyut3
4551,珏,gok3
4552,绝,zyut3
4553,绝,zyut6
4554,觉,gaau3
4555,觉,gok3
4556,倔,gwat6
4557,捔,gok3
4558,崛,gwat6
4559,掘,gwat6
4560,桷,gok3
4561,觖,kyut3
4562,趹,kyut3
4563,傕,gok3
4564,厥,kyut3
4565,鈌,kyut3
4566,劂,gyut3
4567,劂,kyut3
4568,谲,kyut3
4569,駃,kyut3
4570,嶡,gwai3
4571,憰,gwat1
4572,潏,wat6
4573,潏,kyut3
4574,獗,kyut3
4575,瘚,kyut3
4576,蕝,zyut3
4577,蕨,kyut3
4578,鴃,kyut3
4579,噱,coek3
4580,噱,koek6
4581,橛,gyut6
4582,橛,kyut3
4583,镼,gwat6
4584,爵,zoek3
4585,臄,koek6
4586,镢,kyut3
4587,蟨,kyut6
4588,蹶,gwai3
4589,蹶,kyut3
4590,鶌,gwat6
4591,嚼,ziu6
4592,嚼,zoek3
4593,嚼,zoek6
4594,矍,fok3
4595,鐍,kyut3
4596,爝,zoek6
4597,觼,kyut3
4598,彏,fok3
4599,戄,fok3
4600,攫,fok3
4601,玃,fok3
4602,貜,fok3
4603,躩,fok3
4604,军,gwan1
4605,君,gwan1
4606,均,gwan1
4607,均,kwan1
4608,均,wan6
4609,袀,gwan1
4610,钧,gwan1
4611,钧,kwan1
4612,莙,gwan1
4613,皲,gwan1
4614,菌,kwan2
4615,碅,kwan1
4616,筠,gwan1
4617,筠,wan4
4618,鲪,gwan1
4619,麇,gwan1
4620,麇,kwan4
4621,俊,zeon3
4622,郡,gwan6
4623,峻,zeon3
4624,捃,kwan2
4625,浚,zeon3
4626,馂,zeon3
4627,骏,zeon3
4628,焌,zeon3
4629,珺,gwan6
4630,畯,zeon3
4631,竣,zeon3
4632,箘,kwan3
4633,寯,zeon3
4634,鵔,zeon3
4635,咔,lung6
4636,咖,kaa1
4637,喀,kaa1
4638,喀,kaa3
4639,喀,haak3
4640,卡,kaa1
4641,卡,kaa2
4642,卡,kaat1
4643,佧,kaa1
4644,开,hoi1
4645,揩,haai1
4646,凯,hoi2
4647,凯,ngoi2
4648,剀,hoi2
4649,垲,hoi2
4650,恺,hoi2
4651,闿,hoi2
4652,铠,hoi2
4653,慨,koi2
4654,慨,koi3
4655,楷,gaai1
4656,楷,kaai2
4657,锴,kaai2
4658,颽,hoi2
4659,忾,koi3
4660,欬,kat1
4661,欬,koi3
4662,嘅,ge1
4663,刊,hon1
4664,刊,hon2
4665,勘,ham1
4666,勘,ham3
4667,龛,ham1
4668,堪,ham1
4669,嵁,ham1
4670,戡,ham1
4671,冚,hng1
4672,坎,ham1
4673,坎,ham2
4674,侃,hon2
4675,砍,ham2
4676,莰,ham2
4677,埳,ham2
4678,欿,ham2
4679,歁,zam3
4680,顑,ham2
4681,轗,ham2
4682,看,hon1
4683,看,hon3
4684,衎,hon3
4685,崁,ham3
4686,墈,ham3
4687,阚,haam2
4688,阚,haam3
4689,阚,ham3
4690,瞰,ham3
4691,磡,ham3
4692,矙,ham3
4693,康,hong1
4694,慷,kong2
4695,漮,hong1
4696,糠,hong1
4697,鏮,hong1
4698,扛,gong1
4699,摃,gong1
4700,亢,gong1
4701,亢,kong3
4702,伉,kong3
4703,匟,kong3
4704,邟,kong3
4705,抗,kong3
4706,犺,kong3
4707,闶,kong3
4708,炕,hong3
4709,炕,kong3
4710,钪,kong3
4711,尻,haau1
4712,考,haau2
4713,拷,haau1
4714,拷,haau2
4715,栲,haau2
4716,烤,haau1
4717,烤,haau2
4718,铐,kaau3
4719,犒,hou3
4720,靠,kaau3
4721,匼,o1
4722,坷,ho1
4723,坷,ho2
4724,苛,ho1
4725,柯,o1
4726,牁,o1
4727,珂,o1
4728,科,fo1
4729,轲,o1
4730,趷,gat6
4731,钶,ko1
4732,棵,fo1
4733,棵,fo2
4734,痾,o1
4735,颏,hoi4
4736,颏,hoi5
4737,搕,hap6
4738,稞,fo1
4739,窠,fo1
4740,窠,wo1
4741,榼,hap6
4742,薖,gwo1
4743,颗,fo2
4744,樖,po1
4745,瞌,hap6
4746,磕,hap6
4747,蝌,fo1
4748,髁,fo1
4749,壳,hok3
4750,咳,haai1
4751,咳,kat1
4752,咳,hoi4
4753,咳,koi3
4754,嶱,got3
4755,可,ho2
4756,岢,ho2
4757,嵑,kit3
4758,嵑,hot3
4759,渴,hot3
4760,克,haak1
4761,克,hak1
4762,刻,haak1
4763,刻,hak1
4764,客,haak3
4765,峇,baa1
4766,恪,kok3
4767,课,fo3
4768,堁,fo3
4769,氪,hak1
4770,骒,fo3
4771,缂,kaak1
4772,嗑,haap3
4773,嗑,hap6
4774,溘,hap6
4775,锞,gwo2
4776,肯,hang2
4777,肯,hoi2
4778,垦,han2
4779,恳,han2
4780,啃,hang2
4781,豤,han2
4782,掯,kang3
4783,裉,kang3
4784,吭,hong4
4785,坑,haang1
4786,硁,hang1
4787,牼,hang1
4788,铿,hang1
4789,誙,hang1
4790,空,hung1
4791,空,hung3
4792,倥,hung1
4793,崆,hung1
4794,悾,hung1
4795,涳,hung1
4796,箜,hung1
4797,孔,hung2
4798,恐,hung2
4799,控,hung3
4800,鞚,hung3
4801,抠,kau1
4802,芤,kau1
4803,彄,kau1
4804,口,hau2
4805,叩,kau3
4806,扣,kau3
4807,怐,kau3
4808,寇,kau3
4809,筘,kau3
4810,滱,kau3
4811,蔻,kau3
4812,鷇,kau3
4813,刳,fu1
4814,矻,ngat6
4815,枯,fu1
4816,哭,huk1
4817,堀,fat1
4818,堀,gwat6
4819,窟,fat1
4820,骷,fu1
4821,苦,fu2
4822,楛,fu2
4823,楛,wu6
4824,库,fu3
4825,喾,guk1
4826,裤,fu3
4827,酷,huk6
4828,夸,kwaa1
4829,姱,kwaa1
4830,侉,kwaa2
4831,垮,kwaa1
4832,銙,kwaa1
4833,挎,kwaa3
4834,挎,fu1
4835,胯,kwaa3
4836,跨,kwaa1
4837,跨,kwaa3
4838,骻,kwaa2
4839,蒯,gwaai2
4840,块,faai3
4841,快,faai3
4842,侩,kui2
4843,郐,kui2
4844,哙,faai3
4845,狯,kui2
4846,脍,kui2
4847,筷,faai3
4848,鲙,kui2
4849,廥,kui2
4850,旝,kui2
4851,宽,fun1
4852,髋,fun1
4853,梡,fun2
4854,款,fun2
4855,窾,fun2
4856,匡,hong1
4857,劻,hong1
4858,诓,hong1
4859,恇,hong1
4860,洭,hong1
4861,筐,kwaang1
4862,筐,hong1
4863,狂,kong4
4864,狂,kwong4
4865,诳,gwong2
4866,鵟,kong4
4867,夼,kong3
4868,懭,kong3
4869,懭,kwong3
4870,邝,kwong3
4871,圹,kwong3
4872,纩,kwong3
4873,况,fong3
4874,旷,kwong3
4875,矿,gwong3
4876,矿,kwong3
4877,贶,fong3
4878,框,kwaang1
4879,框,hong1
4880,眶,kwaang1
4881,眶,hong1
4882,絖,kong3
4883,絖,kwong3
4884,爌,kong3
4885,爌,kwong3
4886,穬,kong3
4887,穬,kwong3
4888,亏,kwai1
4889,刲,gwai1
4890,岿,kwai1
4891,悝,fui1
4892,盔,kwai1
4893,窥,kwai1
4894,聧,kwai4
4895,奎,kwai1
4896,奎,fui1
4897,逵,kwai4
4898,頄,kwai4
4899,馗,kwai4
4900,揆,kwai4
4901,揆,kwai5
4902,葵,kwai4
4903,骙,kwai4
4904,戣,kwai4
4905,暌,kwai4
4906,魁,fui1
4907,睽,kwai1
4908,頯,kwai4
4909,櫆,fui1
4910,夔,kwai4
4911,卼,ngat6
4912,傀,faai3
4913,傀,gwai1
4914,跬,kwai2
4915,頍,kwai2
4916,磈,faai3
4917,蹞,kwai2
4918,匮,gwai6
4919,喟,wai2
4920,喟,wai6
4921,媿,kwai3
4922,愦,kui2
4923,愧,kwai3
4924,愧,kwai5
4925,溃,kui2
4926,蒉,gwai6
4927,馈,gwai3
4928,馈,gwai6
4929,嘳,kwaai3
4930,篑,gwai6
4931,聩,kui2
4932,樻,gwai6
4933,鐀,gwai6
4934,坤,kwan1
4935,昆,gwan1
4936,晜,gwan1
4937,猑,kwan1
4938,菎,kwan1
4939,裈,gwan1
4940,焜,gwan1
4941,琨,gwan1
4942,锟,gwan1
4943,髡,kwan1
4944,鹍,gwan1
4945,鲲,gwan1
4946,臗,fun1
4947,騉,kwan1
4948,悃,kwan2
4949,捆,kwan2
4950,阃,kwan2
4951,壸,kwan2
4952,稛,kwan2
4953,困,kwan3
4954,扩,gwok3
4955,扩,kwok3
4956,括,kut3
4957,栝,kut3
4958,筈,kut3
4959,蛞,fut3
4960,阔,fut3
4961,廓,gwok3
4962,廓,kwok3
4963,髺,kut3
4964,霩,gwok3
4965,鞹,kwok3
4966,鬠,kut3
4967,垃,laap6
4968,拉,laa1
4969,拉,laai1
4970,拉,laap6
4971,啦,laa1
4972,翋,laap6
4973,搚,lap6
4974,邋,laap6
4975,邋,laat6
4976,旯,lo1
4977,砬,laa1
4978,喇,laa1
4979,剌,laat6
4980,腊,laap6
4981,腊,sik1
4982,腊,lip6
4983,瘌,laat6
4984,蜡,caa3
4985,蜡,zaa3
4986,蜡,laap6
4987,辣,laat6
4988,鬎,laat6
4989,镴,laap6
4990,鞡,laa1
4991,来,lai4
4992,来,loi4
4993,来,loi6
4994,崃,loi4
4995,徕,loi4
4996,涞,loi4
4997,莱,loi4
4998,郲,loi4
4999,梾,loi4
5000,铼,loi4
5001,騋,loi4
5002,鶆,loi4
5003,赉,loi6
5004,睐,loi6
5005,赖,laai6
5006,濑,laai6
5007,癞,laai3
5008,籁,laai6
5009,藾,laai6
5010,兰,laan4
5011,岚,laam4
5012,拦,laan4
5013,栏,laan4
5014,婪,laam4
5015,阑,laan4
5016,蓝,laam4
5017,谰,laan4
5018,澜,laan4
5019,褴,laam4
5020,斓,laan4
5021,篮,laam4
5022,襕,laan4
5023,镧,laan4
5024,灡,laan4
5025,籣,laan4
5026,躝,laan1
5027,览,laam5
5028,揽,laam2
5029,揽,laam5
5030,缆,laam6
5031,榄,laam5
5032,壈,lam5
5033,懒,laan5
5034,爦,laam5
5035,烂,laan6
5036,滥,laam6
5037,嚂,laam4
5038,嚂,laam6
5039,壏,haam5
5040,爁,laam6
5041,灠,laam6
5042,糷,laan6
5043,啷,long1
5044,郎,long4
5045,狼,long4
5046,莨,loeng4
5047,莨,long4
5048,廊,long4
5049,桹,long4
5050,琅,long4
5051,榔,long4
5052,硠,long4
5053,稂,long4
5054,锒,long4
5055,筤,long4
5056,蜋,long4
5057,螂,long4
5058,悢,loeng6
5059,悢,long5
5060,朗,long5
5061,阆,long5
5062,烺,long5
5063,塱,long5
5064,埌,long6
5065,崀,long5
5066,浪,long4
5067,浪,long6
5068,蒗,long6
5069,捞,lou1
5070,捞,lou4
5071,劳,lou4
5072,劳,lou6
5073,牢,lou4
5074,狫,lou5
5075,唠,lou4
5076,崂,lou4
5077,浶,lou4
5078,痨,lou4
5079,铹,lou4
5080,僗,lou4
5081,簩,lou4
5082,蟧,lou4
5083,醪,lou4
5084,老,lou5
5085,佬,lou2
5086,姥,lou5
5087,姥,mou5
5088,恅,lou5
5089,荖,lou5
5090,栳,lou5
5091,铑,lou5
5092,潦,liu2
5093,潦,liu4
5094,潦,lou5
5095,橑,liu4
5096,橑,lou5
5097,轑,lou5
5098,涝,lou6
5099,烙,lok3
5100,酪,lok3
5101,酪,lou6
5102,嫪,lou6
5103,仂,lak6
5104,阞,lak6
5105,乐,ngaau6
5106,乐,lok6
5107,乐,ngok6
5108,叻,lek1
5109,叻,lik1
5110,扐,lak6
5111,扐,lik1
5112,泐,lak6
5113,竻,lak6
5114,砳,laak6
5115,勒,laak6
5116,勒,lak6
5117,鳓,lak6
5118,雷,leoi4
5119,嫘,leoi4
5120,缧,leoi4
5121,樏,leoi4
5122,畾,leoi4
5123,檑,leoi4
5124,镭,leoi4
5125,櫑,leoi4
5126,櫑,leoi5
5127,羸,leoi4
5128,礧,leoi6
5129,罍,leoi4
5130,蘲,leoi4
5131,轠,leoi4
5132,虆,leoi4
5133,欙,leoi4
5134,耒,leoi6
5135,耒,loi6
5136,诔,leoi6
5137,诔,loi6
5138,垒,leoi5
5139,垒,leot6
5140,絫,leoi5
5141,磊,leoi5
5142,磥,leoi5
5143,蕾,leoi4
5144,蕾,leoi5
5145,儡,leoi5
5146,癗,leoi5
5147,藟,leoi5
5148,櫐,leoi5
5149,灅,leoi5
5150,蠝,leoi5
5151,儽,leoi4
5152,鸓,leoi5
5153,肋,laak6
5154,肋,lak6
5155,泪,leoi6
5156,类,leoi6
5157,累,leoi4
5158,累,leoi5
5159,累,leoi6
5160,酹,laai6
5161,酹,lyut3
5162,擂,leoi4
5163,礌,leoi6
5164,颣,leoi6
5165,蘱,leoi6
5166,禷,leoi6
5167,嘞,la1
5168,棱,ling4
5169,楞,ling4
5170,薐,ling4
5171,冷,laang5
5172,堎,ling4
5173,愣,ling6
5174,睖,ling6
5175,唎,li1
5176,厘,hei1
5177,厘,lei4
5178,梨,lei4
5179,狸,lei4
5180,离,lei4
5181,离,lei6
5182,离,sit3
5183,莉,lei6
5184,骊,lei4
5185,犁,lai4
5186,喱,lei1
5187,鹂,lei4
5188,剺,lai5
5189,漓,lei4
5190,筣,lei4
5191,缡,lei4
5192,蓠,lei4
5193,蜊,lei4
5194,嫠,lei4
5195,璃,lei4
5196,蔾,lai4
5197,褵,lei4
5198,鲡,lei4
5199,黎,lai4
5200,篱,lei4
5201,罹,lei4
5202,醨,lei4
5203,嚟,lai4
5204,藜,lai4
5205,藜,lei4
5206,鵹,lei4
5207,黧,lai4
5208,蠡,lai5
5209,孋,lei4
5210,劙,lai5
5211,礼,lai5
5212,李,lei5
5213,里,lei5
5214,里,leoi5
5215,俚,lei5
5216,峛,lei5
5217,哩,le1
5218,哩,lei5
5219,娌,lei5
5220,浬,lei5
5221,逦,lei5
5222,理,lei5
5223,锂,lei5
5224,豊,lai5
5225,鲤,lei5
5226,澧,lai5
5227,醴,lai5
5228,鳢,lai5
5229,力,lik6
5230,历,lik6
5231,厉,lai6
5232,屴,lak6
5233,屴,lik6
5234,立,laap6
5235,立,lap6
5236,吏,lei6
5237,朸,lak6
5238,朸,lik6
5239,丽,lai6
5240,利,lei6
5241,励,lai6
5242,呖,lik6
5243,坜,lek6
5244,沥,lik1
5245,沥,lik6
5246,苈,lik6
5247,例,lai6
5248,戾,leoi6
5249,枥,lik1
5250,沴,leoi6
5251,疠,lai6
5252,苙,lap1
5253,隶,dai6
5254,隶,lai6
5255,俐,lei6
5256,俪,lai6
5257,栎,lik1
5258,疬,lei6
5259,砅,lai6
5260,荔,lai6
5261,轹,lik1
5262,郦,lik6
5263,栗,leot6
5264,栵,lai6
5265,猁,lei6
5266,砺,lai6
5267,砾,lik1
5268,秝,lik6
5269,莅,lei6
5270,唳,leoi6
5271,悷,lai6
5272,笠,lap1
5273,粒,lap1
5274,粒,nap1
5275,粝,lai6
5276,蛎,lai6
5277,痢,lei6
5278,詈,lei6
5279,跞,lik1
5280,跞,lok3
5281,雳,lik6
5282,搮,leot6
5283,溧,leot6
5284,瑮,leot6
5285,綟,lit6
5286,篥,leot6
5287,鴗,lap6
5288,濿,lai6
5289,磿,lik6
5290,瓅,lik1
5291,皪,lik6
5292,盭,leoi6
5293,鷅,leot6
5294,麜,leot6
5295,攦,lai6
5296,欐,lai1
5297,轣,lik6
5298,攭,lai5
5299,俩,loeng5
5300,奁,lim4
5301,连,lin4
5302,帘,lim4
5303,怜,lin4
5304,怜,ling4
5305,涟,lin4
5306,莲,lin4
5307,联,lyun4
5308,裢,lin4
5309,嗹,lin4
5310,廉,lim4
5311,溓,lim4
5312,溓,lim5
5313,磏,lim4
5314,鲢,lin4
5315,濂,lim4
5316,謰,lin4
5317,鎌,lim4
5318,镰,lim4
5319,蠊,lim4
5320,鬑,lim4
5321,敛,lim6
5322,琏,lin4
5323,琏,lin5
5324,脸,lim5
5325,裣,lim6
5326,摙,lin5
5327,蔹,lim6
5328,羷,lim5
5329,练,lin6
5330,娈,lyun5
5331,炼,lin6
5332,恋,lyun5
5333,浰,lei6
5334,浰,lin6
5335,殓,lim6
5336,湅,lin6
5337,链,lin4
5338,僆,lin5
5339,楝,lin6
5340,潋,lim6
5341,澰,lim6
5342,良,loeng4
5343,俍,loeng4
5344,凉,loeng4
5345,梁,loeng4
5346,椋,loeng4
5347,辌,loeng4
5348,粮,loeng4
5349,粱,loeng4
5350,踉,loeng4
5351,踉,long4
5352,两,loeng5
5353,唡,loeng5
5354,裲,loeng5
5355,緉,loeng5
5356,魉,loeng5
5357,亮,loeng6
5358,谅,loeng6
5359,辆,loeng6
5360,喨,loeng6
5361,晾,long6
5362,量,loeng4
5363,量,loeng6
5364,辽,liu4
5365,疗,liu4
5366,聊,liu4
5367,僚,liu4
5368,寥,liu4
5369,嵺,liu4
5370,廖,liu6
5371,憀,liu4
5372,漻,liu4
5373,漻,lau4
5374,膋,liu4
5375,嘹,liu4
5376,嫽,liu4
5377,寮,liu4
5378,嶚,liu4
5379,憭,liu5
5380,撩,liu1
5381,撩,liu4
5382,敹,liu4
5383,獠,liu4
5384,獠,lou5
5385,缭,liu4
5386,暸,liu5
5387,燎,liu4
5388,燎,liu6
5389,膫,liu4
5390,镣,liu4
5391,鹩,liu4
5392,簝,liu4
5393,蟟,liu4
5394,豂,liu4
5395,飉,liu4
5396,钌,liu5
5397,鄝,liu5
5398,蓼,liu5
5399,蓼,luk6
5400,了,liu5
5401,尥,liu6
5402,炓,tau3
5403,料,liu6
5404,撂,liu1
5405,瞭,liu4
5406,瞭,liu5
5407,咧,le1
5408,咧,le2
5409,咧,le4
5410,列,laat6
5411,列,lit6
5412,劣,lyut3
5413,冽,lit6
5414,洌,lit6
5415,茢,lit6
5416,迾,laat6
5417,迾,lit6
5418,埒,lyut3
5419,烈,lit6
5420,捩,lai6
5421,捩,lit6
5422,猎,lip6
5423,脟,lyut3
5424,蛚,lit6
5425,裂,lit6
5426,趔,lit6
5427,颲,lit6
5428,儠,lip6
5429,鮤,lit6
5430,鴷,lit6
5431,擸,laap3
5432,擸,laap6
5433,擸,lip6
5434,犣,lip6
5435,躐,lip6
5436,鬣,lip6
5437,邻,leon4
5438,林,lam4
5439,临,lam4
5440,惏,laam4
5441,淋,lam4
5442,琳,lam4
5443,痳,maa4
5444,痳,lam4
5445,粼,leon4
5446,嶙,leon4
5447,潾,leon4
5448,遴,leon4
5449,璘,leon4
5450,辚,leon4
5451,霖,lam4
5452,瞵,leon4
5453,磷,leon4
5454,磷,leon6
5455,鏻,leon4
5456,鳞,leon4
5457,驎,leon4
5458,麟,leon4
5459,菻,lam4
5460,凛,lam5
5461,廪,lam5
5462,懔,lam5
5463,檩,lam5
5464,吝,leon6
5465,赁,jam6
5466,蔺,leon6
5467,橉,leon6
5468,膦,leon4
5469,閵,leon6
5470,疄,leon4
5471,蹸,leon6
5472,躏,leon6
5473,拎,ling1
5474,伶,ling4
5475,灵,leng4
5476,灵,ling4
5477,囹,ling4
5478,夌,ling4
5479,岭,leng5
5480,岭,ling4
5481,岭,ling5
5482,泠,ling4
5483,狑,ling4
5484,苓,ling4
5485,柃,ling4
5486,玲,ling4
5487,瓴,ling4
5488,凌,ling4
5489,铃,ling4
5490,陵,ling4
5491,鸰,ling4
5492,崚,ling4
5493,棂,ling4
5494,笭,ling4
5495,绫,ling4
5496,羚,ling4
5497,翎,ling4
5498,聆,ling4
5499,舲,ling4
5500,菱,ling4
5501,蛉,ling4
5502,詅,ling4
5503,軨,ling4
5504,零,ling4
5505,龄,ling4
5506,輘,ling4
5507,鲮,leng4
5508,霝,ling4
5509,酃,ling4
5510,蘦,ling4
5511,醽,ling4
5512,领,leng5
5513,领,ling5
5514,令,ling4
5515,令,ling6
5516,另,ling6
5517,呤,ling4
5518,溜,lau4
5519,溜,lau6
5520,刘,lau4
5521,浏,lau4
5522,流,lau4
5523,留,lau4
5524,琉,lau4
5525,硫,lau4
5526,旒,lau4
5527,遛,lau4
5528,遛,lau6
5529,馏,lau4
5530,馏,lau6
5531,骝,lau4
5532,榴,lau4
5533,飗,lau4
5534,瘤,lau4
5535,镏,lau4
5536,鹠,lau4
5537,镠,lau4
5538,蟉,lau4
5539,懰,lau4
5540,鎏,lau4
5541,鰡,lau4
5542,柳,lau5
5543,绺,lau5
5544,罶,lau5
5545,六,luk6
5546,翏,liu4
5547,翏,lau6
5548,廇,lau6
5549,磟,luk6
5550,鹨,lau6
5551,蹓,lau4
5552,蹓,lau6
5553,飂,liu4
5554,飂,lau4
5555,咯,lo1
5556,咯,lo3
5557,咯,lok3
5558,龙,lung4
5559,咙,lung4
5560,泷,soeng1
5561,泷,lung4
5562,茏,lung4
5563,昽,lung4
5564,栊,lung4
5565,珑,lung4
5566,胧,lung4
5567,眬,lung4
5568,砻,lung4
5569,笼,lung4
5570,聋,lung4
5571,隆,lung4
5572,癃,lung4
5573,窿,lung1
